english,tamil,category,tamil_category
neolithic revolution,புதிய கற்காலப்புரட்சி,Biology,உயிரியல்
neo-mendelian genetics,நவீன மெண்டலிய மரபியல்,Biology,உயிரியல்
neonate,புதுப்பிறப்பு (பிறந்தகுழந்தை),Biology,உயிரியல்
neotany,அரைகுறை வளர்ச்சி,Biology,உயிரியல்
neoteny,இளமுதுக்குறுதல்,Biology,உயிரியல்
nephralgia,சிறுநீரக வலி,Biology,உயிரியல்
nephritis (immune- mediated),சிறுநீரக அழற்சி,Biology,உயிரியல்
nephrogenic cord,கழிவுறுப்பு நாண்,Biology,உயிரியல்
nephrons,சிறுநீரக நுண்குழல்,Biology,உயிரியல்
nephropathy,சிறுநீரகநோய்,Biology,உயிரியல்
nephrotic syndromes,சிறுநீரக நோய்த்தொகைகள்,Biology,உயிரியல்
nernst equation,நேர்ன்ஸ்ட் சமன்பாடு,Biology,உயிரியல்
nerve cell,நரம்பு உயிரணு,Biology,உயிரியல்
nerve cell structure,நரம்பு உயிரணு கட்டமைப்பு,Biology,உயிரியல்
nerve endings,நரம்புமுனைகள்,Biology,உயிரியல்
nerve gas,நரம்புத்தாக்கு வளிமம்,Biology,உயிரியல்
nerve growth factor,நரம்பு வளர்ச்சிக்காரணி,Biology,உயிரியல்
nerve impulse,நரம்புத்தூண்டல்,Biology,உயிரியல்
nerve structure,நரம்புக் கட்டமைப்பு,Biology,உயிரியல்
nerves,நரம்புகள்,Biology,உயிரியல்
nervous co-ordination,நரம்பு ஒருங்கிணைப்பு,Biology,உயிரியல்
nervous system,"நரம்புமண்டலம், நரம்பு அமைப்பு",Biology,உயிரியல்
nest,"கூடு, ஒரு கூடுவாழ் உயிரிகள்",Biology,உயிரியல்
net primary productivity (npp),நிகர முதல்நிலை உற்பத்தித்திறன்,Biology,உயிரியல்
net secondary productivity (nsp),நிகர இரண்டாம்நிலை உற்பத்தித்திறன்,Biology,உயிரியல்
neural arch,நரம்பு வில்லெலும்பு,Biology,உயிரியல்
neural canal,நரம்புக்குழாய்,Biology,உயிரியல்
neural network,நரம்பு பின்னலமைப்பு,Biology,உயிரியல்
neurocranium,முகுளக்கபாலம்,Biology,உயிரியல்
neurofilaments,நரம்பு நுண்ணிழைகள்,Biology,உயிரியல்
neurogenesis,நரம்பு உயிரணு ஆக்கம்,Biology,உயிரியல்
neurohemal organs,பின்புற கதும்பு,Biology,உயிரியல்
neurohormones,நரம்பு இயக்குநீர்,Biology,உயிரியல்
neurological disorders,நரம்புக் குறைபாடுகள்,Biology,உயிரியல்
neurologist,நரம்பியல் வல்லுநர்,Biology,உயிரியல்
neuromuscular junction,நரம்புத்தசைச் சேருமிடம்,Biology,உயிரியல்
neurons,நரம்பணுக்கள்,Biology,உயிரியல்
neuropathy,நரம்புமண்டலநோய்,Biology,உயிரியல்
neurophysiology,நரம்புச்செயலியல்,Biology,உயிரியல்
neurosecretion,"நரம்புசுரத்தல், நரம்புச்சுரப்பு",Biology,உயிரியல்
neurotoxin,நரம்புநச்சு,Biology,உயிரியல்
neutral spirits,நடுநிலை இணைவு,Biology,உயிரியல்
neutralisation,நடுநிலைப்படுத்தல்,Biology,உயிரியல்
neutron diffraction analyses,நீயூட்ரான் விளிம்புவிலகல் ஆய்வு,Biology,உயிரியல்
neutrophil-activating factor,நீயூட்ராபில் தூண்டிக்காரணிகள்,Biology,உயிரியல்
new forestry movement,புதிய கானகக்காப்பு இயக்கம்,Biology,உயிரியல்
N-formulated peptides,N உருவாக்கிய புரதத்தூண்டிகள்,Biology,உயிரியல்
nick,வெட்டு,Biology,உயிரியல்
nidicolous,கூட்டில்வாழும்,Biology,உயிரியல்
night blindness,மாலைக்கண்,Biology,உயிரியல்
nitrate reduction,நைட்ரேட் குறைப்பு,Biology,உயிரியல்
nitrification,நைட்ரஜனேற்றம்,Biology,உயிரியல்
nitrifying bacteria,நைட்ரேட்டாக்கு பாக்டீரியாக்கள்,Biology,உயிரியல்
nitrogen excretion,நைட்ரஜன் வெளியிடல்,Biology,உயிரியல்
nitrogen fixation,நைட்ரஜன் நிலைப்படுத்துதல்,Biology,உயிரியல்
nitrostarch,நைட்ரோதரசம்,Biology,உயிரியல்
